area unit number,area unit name, number of bedrooms in dwelling,count,median rent paid,mean rent paid
505603,Riverhead Urban,3,42,440,430
505603,Riverhead Urban,4,15,430,440
505603,Riverhead Urban,5,3,,
505603,Riverhead Urban,6+,0,,
505603,Riverhead Urban,Not Elsewhere Included,0,,
505603,Riverhead Urban,Total,78,410,410
505604,Kumeu East,1,15,240,220
505604,Kumeu East,2,36,330,320
505604,Kumeu East,3,24,380,380
505604,Kumeu East,4,12,300,300
505604,Kumeu East,5,9,750,650
505604,Kumeu East,6+,0,,
505604,Kumeu East,Not Elsewhere Included,0,,
505604,Kumeu East,Total,93,320,360
505605,Kumeu West,1,30,250,260
505605,Kumeu West,2,45,340,340
505605,Kumeu West,3,39,350,320
505605,Kumeu West,4,21,530,490
505605,Kumeu West,5,9,2180,2850
505605,Kumeu West,6+,6,620,620
505605,Kumeu West,Not Elsewhere Included,0,,
505605,Kumeu West,Total,150,350,460
505700,Waipareira West,1,12,190,190
505700,Waipareira West,2,24,220,210
505700,Waipareira West,3,18,340,330
505700,Waipareira West,4,15,430,430
505700,Waipareira West,5,0,,
505700,Waipareira West,6+,0,,
505700,Waipareira West,Not Elsewhere Included,0,,
505700,Waipareira West,Total,66,300,570
505803,Waiwera,1,24,200,210
505803,Waiwera,2,21,330,330
505803,Waiwera,3,12,460,460
505803,Waiwera,4,3,,
505803,Waiwera,5,0,,
505803,Waiwera,6+,0,,
505803,Waiwera,Not Elsewhere Included,0,,
505803,Waiwera,Total,60,230,470
505804,Hatfields Beach,1,6,270,260
505804,Hatfields Beach,2,21,280,310
505804,Hatfields Beach,3,57,400,390
505804,Hatfields Beach,4,18,420,420
505804,Hatfields Beach,5,6,,
505804,Hatfields Beach,6+,0,,
505804,Hatfields Beach,Not Elsewhere Included,0,,
505804,Hatfields Beach,Total,111,400,520
505805,Orewa,1,120,270,260
505805,Orewa,2,363,350,320
505805,Orewa,3,312,420,430
505805,Orewa,4,87,500,670
505805,Orewa,5,18,570,590
505805,Orewa,6+,3,,
505805,Orewa,Not Elsewhere Included,12,400,400
505805,Orewa,Total,912,380,390
505806,Silverdalentral,1,0,,
505806,Silverdalentral,2,3,,
505806,Silverdalentral,3,24,460,390
505806,Silverdalentral,4,36,590,610
505806,Silverdalentral,5,6,2110,2780
505806,Silverdalentral,6+,0,,
505806,Silverdalentral,Not Elsewhere Included,0,,
505806,Silverdalentral,Total,72,580,570
505807,Red Beach West,1,24,240,240
505807,Red Beach West,2,93,300,250
505807,Red Beach West,3,78,400,390
505807,Red Beach West,4,27,530,530
505807,Red Beach West,5,6,,
505807,Red Beach West,6+,3,,
505807,Red Beach West,Not Elsewhere Included,0,,
505807,Red Beach West,Total,228,340,340
505808,Red Beach East,1,27,250,260
505808,Red Beach East,2,87,320,310
505808,Red Beach East,3,141,430,430
505808,Red Beach East,4,36,490,500
505808,Red Beach East,5,9,630,1470
505808,Red Beach East,6+,3,,
505808,Red Beach East,Not Elsewhere Included,0,,
505808,Red Beach East,Total,300,380,390
505902,Manly,1,48,230,230
505902,Manly,2,189,320,310
505902,Manly,3,231,400,400
505902,Manly,4,90,480,490
505902,Manly,5,21,500,500
505902,Manly,6+,3,,
505902,Manly,Not Elsewhere Included,0,,
505902,Manly,Total,585,370,370
505904,Army Bay,1,15,220,220
505904,Army Bay,2,48,320,320
505904,Army Bay,3,129,400,400
505904,Army Bay,4,132,460,460
505904,Army Bay,5,15,550,490
505904,Army Bay,6+,6,,
505904,Army Bay,Not Elsewhere Included,0,,
505904,Army Bay,Total,342,420,420
505906,Vipond,1,21,210,190
505906,Vipond,2,54,250,240
505906,Vipond,3,96,390,390
505906,Vipond,4,30,450,430
505906,Vipond,5,6,,
505906,Vipond,6+,0,,
505906,Vipond,Not Elsewhere Included,0,,
505906,Vipond,Total,210,360,340
505907,Stanmore Bay West,1,27,230,250
505907,Stanmore Bay West,2,57,330,330
505907,Stanmore Bay West,3,141,400,400
505907,Stanmore Bay West,4,36,480,480
505907,Stanmore Bay West,5,3,,
505907,Stanmore Bay West,6+,6,,
505907,Stanmore Bay West,Not Elsewhere Included,0,,
505907,Stanmore Bay West,Total,270,380,380
505908,Stanmore Bay East,1,27,260,250
505908,Stanmore Bay East,2,60,320,300
505908,Stanmore Bay East,3,159,380,390
505908,Stanmore Bay East,4,24,460,460
505908,Stanmore Bay East,5,6,510,510
505908,Stanmore Bay East,6+,3,,
505908,Stanmore Bay East,Not Elsewhere Included,0,,
505908,Stanmore Bay East,Total,279,370,360
505909,Wade Heads,1,30,230,240
505909,Wade Heads,2,60,300,570
505909,Wade Heads,3,96,400,400
505909,Wade Heads,4,48,500,490
505909,Wade Heads,5,12,470,430
505909,Wade Heads,6+,0,,
505909,Wade Heads,Not Elsewhere Included,3,,
505909,Wade Heads,Total,249,380,380
505910,Gulf Harbour,1,15,290,280
505910,Gulf Harbour,2,42,300,340
505910,Gulf Harbour,3,159,370,380
505910,Gulf Harbour,4,54,490,500
505910,Gulf Harbour,5,6,520,520
505910,Gulf Harbour,6+,3,,
505910,Gulf Harbour,Not Elsewhere Included,0,,
505910,Gulf Harbour,Total,282,380,400
505911,Gulf Harbour Marina,1,,,
505911,Gulf Harbour Marina,2,,,
505911,Gulf Harbour Marina,3,,,
505911,Gulf Harbour Marina,4,,,
505911,Gulf Harbour Marina,5,,,
505911,Gulf Harbour Marina,6+,,,
505911,Gulf Harbour Marina,Not Elsewhere Included,,,
505911,Gulf Harbour Marina,Total,,,
506001,Weiti River,1,21,280,250
506001,Weiti River,2,18,360,380
506001,Weiti River,3,12,400,360
506001,Weiti River,4,9,400,420
506001,Weiti River,5,3,,
506001,Weiti River,6+,0,,
506001,Weiti River,Not Elsewhere Included,0,,
506001,Weiti River,Total,60,340,370
506002,Stillwater,1,12,160,160
506002,Stillwater,2,15,290,250
506002,Stillwater,3,24,410,390
506002,Stillwater,4,9,470,480
506002,Stillwater,5,3,,
506002,Stillwater,6+,0,,
506002,Stillwater,Not Elsewhere Included,0,,
506002,Stillwater,Total,63,370,350
506003,Silverdale South,1,12,180,180
506003,Silverdale South,2,30,310,280
506003,Silverdale South,3,15,390,400
506003,Silverdale South,4,12,550,470
506003,Silverdale South,5,3,,
506003,Silverdale South,6+,3,,
506003,Silverdale South,Not Elsewhere Included,0,,
506003,Silverdale South,Total,72,370,420
506201,Silverdale North,1,12,250,250
506201,Silverdale North,2,18,240,250
506201,Silverdale North,3,18,330,350
506201,Silverdale North,4,24,550,510
506201,Silverdale North,5,3,,
506201,Silverdale North,6+,3,,
506201,Silverdale North,Not Elsewhere Included,0,,
506201,Silverdale North,Total,75,330,370
506202,Orewa West,1,,,
506202,Orewa West,2,,,
506202,Orewa West,3,,,
506202,Orewa West,4,,,
506202,Orewa West,5,,,
506202,Orewa West,6+,,,
506202,Orewa West,Not Elsewhere Included,,,
506202,Orewa West,Total,9,320,320
506300,Dairy Flat-Redvale,1,18,250,250
506300,Dairy Flat-Redvale,2,45,310,320
506300,Dairy Flat-Redvale,3,39,400,470
506300,Dairy Flat-Redvale,4,36,550,540
506300,Dairy Flat-Redvale,5,15,750,1450
506300,Dairy Flat-Redvale,6+,9,790,2130
506300,Dairy Flat-Redvale,Not Elsewhere Included,0,,
506300,Dairy Flat-Redvale,Total,162,400,610
506400,Paremoremo West,1,12,300,280
506400,Paremoremo West,2,6,240,240
506400,Paremoremo West,3,9,700,1410
506400,Paremoremo West,4,6,440,350
506400,Paremoremo West,5,3,,
506400,Paremoremo West,6+,3,,
506400,Paremoremo West,Not Elsewhere Included,0,,
506400,Paremoremo West,Total,45,400,710
506613,Tauhoa-Puhoi,1,30,250,240
506613,Tauhoa-Puhoi,2,72,260,250
506613,Tauhoa-Puhoi,3,114,330,460
506613,Tauhoa-Puhoi,4,42,350,350
506613,Tauhoa-Puhoi,5,24,380,860
506613,Tauhoa-Puhoi,6+,3,,
506613,Tauhoa-Puhoi,Not Elsewhere Included,3,,
506613,Tauhoa-Puhoi,Total,282,300,340
506614,Tahekeroa,1,18,220,250
506614,Tahekeroa,2,87,320,300
506614,Tahekeroa,3,69,370,380
506614,Tahekeroa,4,42,530,780
506614,Tahekeroa,5,15,600,580
506614,Tahekeroa,6+,0,,
506614,Tahekeroa,Not Elsewhere Included,0,,
506614,Tahekeroa,Total,234,350,360
506616,Matheson Bay,1,,,
506616,Matheson Bay,2,6,100,130
506616,Matheson Bay,3,,,
506616,Matheson Bay,4,,,
506616,Matheson Bay,5,,,
506616,Matheson Bay,6+,,,
506616,Matheson Bay,Not Elsewhere Included,,,
506616,Matheson Bay,Total,15,330,330
506620,Kawau,1,,,
506620,Kawau,2,,,
506620,Kawau,3,9,200,200
506620,Kawau,4,,,
506620,Kawau,5,,,
506620,Kawau,6+,,,
506620,Kawau,Not Elsewhere Included,,,
506620,Kawau,Total,9,150,150
506631,Snells Beach,1,30,200,200
506631,Snells Beach,2,84,280,270
506631,Snells Beach,3,153,350,360
506631,Snells Beach,4,60,410,390
506631,Snells Beach,5,9,420,420
506631,Snells Beach,6+,3,,
506631,Snells Beach,Not Elsewhere Included,3,,
506631,Snells Beach,Total,336,340,330
506633,Algies Bay,1,6,250,240
506633,Algies Bay,2,21,260,270
506633,Algies Bay,3,21,360,330
506633,Algies Bay,4,15,390,390
506633,Algies Bay,5,3,,
506633,Algies Bay,6+,0,,
506633,Algies Bay,Not Elsewhere Included,0,,
506633,Algies Bay,Total,66,340,320
506634,Mahurangi,1,6,,
506634,Mahurangi,2,6,250,250
506634,Mahurangi,3,9,400,400
506634,Mahurangi,4,6,520,510
506634,Mahurangi,5,0,,
506634,Mahurangi,6+,0,,
506634,Mahurangi,Not Elsewhere Included,0,,
506634,Mahurangi,Total,30,430,410
506642,South Head,1,9,170,190
506642,South Head,2,15,270,280
506642,South Head,3,39,300,290
506642,South Head,4,21,290,280
506642,South Head,5,3,,
506642,South Head,6+,3,,
506642,South Head,Not Elsewhere Included,0,,
506642,South Head,Total,93,300,300
506644,Parakai Rural,1,3,,
506644,Parakai Rural,2,9,240,240
506644,Parakai Rural,3,15,350,290
506644,Parakai Rural,4,12,450,510
506644,Parakai Rural,5,0,,
506644,Parakai Rural,6+,0,,
506644,Parakai Rural,Not Elsewhere Included,0,,
506644,Parakai Rural,Total,42,270,280
506645,Parakai Urban,1,30,200,180
506645,Parakai Urban,2,42,250,250
506645,Parakai Urban,3,51,320,300
506645,Parakai Urban,4,9,390,390
506645,Parakai Urban,5,3,,
506645,Parakai Urban,6+,0,,
506645,Parakai Urban,Not Elsewhere Included,0,,
506645,Parakai Urban,Total,135,300,280
506646,Kaukapakapa Rural,1,18,190,260
506646,Kaukapakapa Rural,2,48,300,290
506646,Kaukapakapa Rural,3,60,330,330
506646,Kaukapakapa Rural,4,21,500,480
506646,Kaukapakapa Rural,5,9,650,600
506646,Kaukapakapa Rural,6+,3,,
506646,Kaukapakapa Rural,Not Elsewhere Included,0,,
506646,Kaukapakapa Rural,Total,153,330,330
506647,Kaukapakapa,1,0,,
506647,Kaukapakapa,2,6,320,430
506647,Kaukapakapa,3,12,340,330
506647,Kaukapakapa,4,6,390,390
506647,Kaukapakapa,5,0,,
506647,Kaukapakapa,6+,0,,
506647,Kaukapakapa,Not Elsewhere Included,0,,
506647,Kaukapakapa,Total,24,340,330
506648,Helensville South,1,6,100,100
506648,Helensville South,2,6,190,190
506648,Helensville South,3,6,,
506648,Helensville South,4,6,0,0
506648,Helensville South,5,0,,
506648,Helensville South,6+,0,,
506648,Helensville South,Not Elsewhere Included,0,,
506648,Helensville South,Total,24,250,300
506652,Rewiti,1,21,210,230
506652,Rewiti,2,51,300,300
506652,Rewiti,3,39,370,340
506652,Rewiti,4,21,380,390
506652,Rewiti,5,12,680,690
506652,Rewiti,6+,3,,
506652,Rewiti,Not Elsewhere Included,0,,
506652,Rewiti,Total,147,310,420
506653,Riverhead,1,27,220,220
506653,Riverhead,2,63,340,530
506653,Riverhead,3,39,450,440
506653,Riverhead,4,30,580,910
506653,Riverhead,5,12,690,1350
506653,Riverhead,6+,3,,
506653,Riverhead,Not Elsewhere Included,0,,
506653,Riverhead,Total,177,360,570
506654,Muriwai Beach,1,24,230,210
506654,Muriwai Beach,2,24,360,320
506654,Muriwai Beach,3,27,410,420
506654,Muriwai Beach,4,12,420,470
506654,Muriwai Beach,5,3,,
506654,Muriwai Beach,6+,3,,
506654,Muriwai Beach,Not Elsewhere Included,3,,
506654,Muriwai Beach,Total,93,350,340
506655,Muriwai Valley,1,3,,
506655,Muriwai Valley,2,24,340,330
506655,Muriwai Valley,3,21,470,430
506655,Muriwai Valley,4,12,630,620
506655,Muriwai Valley,5,0,,
506655,Muriwai Valley,6+,0,,
506655,Muriwai Valley,Not Elsewhere Included,0,,
506655,Muriwai Valley,Total,57,350,380
506656,Waitakere West,1,9,230,230
506656,Waitakere West,2,9,330,370
506656,Waitakere West,3,9,290,290
506656,Waitakere West,4,3,,
506656,Waitakere West,5,3,,
506656,Waitakere West,6+,0,,
506656,Waitakere West,Not Elsewhere Included,0,,
506656,Waitakere West,Total,27,280,330
506657,Point Wells,1,0,,
506657,Point Wells,2,12,310,270
506657,Point Wells,3,9,350,360
506657,Point Wells,4,3,,
506657,Point Wells,5,0,,
506657,Point Wells,6+,0,,
506657,Point Wells,Not Elsewhere Included,0,,
506657,Point Wells,Total,24,340,350
506658,Omaha,1,0,,
506658,Omaha,2,9,350,350
506658,Omaha,3,24,400,420
506658,Omaha,4,12,500,550
506658,Omaha,5,3,,
506658,Omaha,6+,0,,
506658,Omaha,Not Elsewhere Included,0,,
506658,Omaha,Total,48,430,400
506659,Matakana,1,0,,
506659,Matakana,2,6,,
506659,Matakana,3,15,370,340
506659,Matakana,4,3,,
506659,Matakana,5,0,,
506659,Matakana,6+,0,,
506659,Matakana,Not Elsewhere Included,0,,
506659,Matakana,Total,24,350,300
50666ape Rodney,1,18,150,140
50666ape Rodney,2,39,240,230
50666ape Rodney,3,93,260,420
50666ape Rodney,4,48,310,290
50666ape Rodney,5,12,380,340
50666ape Rodney,6+,3,,
50666ape Rodney,Not Elsewhere Included,3,,
50666ape Rodney,Total,210,260,330
50666ape Rodney South,1,27,210,200
50666ape Rodney South,2,42,270,250
50666ape Rodney South,3,78,350,350
50666ape Rodney South,4,33,410,370
50666ape Rodney South,5,6,0,0
50666ape Rodney South,6+,3,,
50666ape Rodney South,Not Elsewhere Included,6,,
50666ape Rodney South,Total,195,300,320
506800,Helensville,1,39,190,160
506800,Helensville,2,45,270,250
506800,Helensville,3,111,350,330
506800,Helensville,4,33,320,290
506800,Helensville,5,12,310,320
506800,Helensville,6+,3,,
506800,Helensville,Not Elsewhere Included,3,,
506800,Helensville,Total,246,320,350
506901,Awaruku,1,21,230,250
506901,Awaruku,2,39,350,350
506901,Awaruku,3,108,430,420
506901,Awaruku,4,51,540,510
506901,Awaruku,5,15,550,550
506901,Awaruku,6+,3,,
506901,Awaruku,Not Elsewhere Included,0,,
506901,Awaruku,Total,240,430,430
506902,Glamorgan,1,21,280,270
506902,Glamorgan,2,57,360,330
506902,Glamorgan,3,114,450,410
506902,Glamorgan,4,36,550,530
506902,Glamorgan,5,12,510,460
506902,Glamorgan,6+,0,,
506902,Glamorgan,Not Elsewhere Included,0,,
506902,Glamorgan,Total,243,420,390
506903,Torbay,1,60,210,170
506903,Torbay,2,102,340,340
506903,Torbay,3,132,450,440
506903,Torbay,4,57,620,850
506903,Torbay,5,15,450,490
506903,Torbay,6+,6,660,600
506903,Torbay,Not Elsewhere Included,0,,
506903,Torbay,Total,372,400,400
507000,Waiake,1,18,290,280
507000,Waiake,2,66,350,340
507000,Waiake,3,138,450,450
507000,Waiake,4,54,570,540
507000,Waiake,5,18,650,620
507000,Waiake,6+,0,,
507000,Waiake,Not Elsewhere Included,0,,
507000,Waiake,Total,294,450,480
507101,Browns Bay,1,42,280,300
507101,Browns Bay,2,156,360,370
507101,Browns Bay,3,138,450,450
507101,Browns Bay,4,57,550,530
507101,Browns Bay,5,12,700,720
507101,Browns Bay,6+,3,,
507101,Browns Bay,Not Elsewhere Included,3,,
507101,Browns Bay,Total,411,400,440
507102,Oaktree,1,21,200,170
507102,Oaktree,2,45,370,370
507102,Oaktree,3,174,450,450
507102,Oaktree,4,66,580,560
507102,Oaktree,5,15,680,580
507102,Oaktree,6+,3,,
507102,Oaktree,Not Elsewhere Included,0,,
507102,Oaktree,Total,327,450,450
507200,Rothesay Bay,1,39,300,300
507200,Rothesay Bay,2,96,370,370
507200,Rothesay Bay,3,147,500,510
507200,Rothesay Bay,4,84,630,610
507200,Rothesay Bay,5,30,630,610
507200,Rothesay Bay,6+,6,720,720
507200,Rothesay Bay,Not Elsewhere Included,0,,
507200,Rothesay Bay,Total,402,480,480
507300,Murrays Bay,1,21,300,280
507300,Murrays Bay,2,66,350,320
507300,Murrays Bay,3,96,500,510
507300,Murrays Bay,4,66,630,790
507300,Murrays Bay,5,21,690,650
507300,Murrays Bay,6+,6,650,650
507300,Murrays Bay,Not Elsewhere Included,0,,
507300,Murrays Bay,Total,279,490,570
507400,Mairangi Bay,1,24,270,270
507400,Mairangi Bay,2,81,390,400
507400,Mairangi Bay,3,102,510,520
507400,Mairangi Bay,4,81,580,740
507400,Mairangi Bay,5,33,640,640
507400,Mairangi Bay,6+,3,,
507400,Mairangi Bay,Not Elsewhere Included,0,,
507400,Mairangi Bay,Total,330,490,520
50750ampbells Bay,1,15,250,250
50750ampbells Bay,2,33,380,430
50750ampbells Bay,3,30,560,570
50750ampbells Bay,4,30,750,1300
50750ampbells Bay,5,15,2180,2850
50750ampbells Bay,6+,3,,
50750ampbells Bay,Not Elsewhere Included,0,,
50750ampbells Bay,Total,129,540,700
50771astor Bay,1,12,280,260
50771astor Bay,2,45,400,390
50771astor Bay,3,60,570,770
50771astor Bay,4,33,690,1000
50771astor Bay,5,12,780,790
50771astor Bay,6+,3,,
50771astor Bay,Not Elsewhere Included,0,,
50771astor Bay,Total,165,480,590
50772rown Hill,1,36,110,160
50772rown Hill,2,90,380,380
50772rown Hill,3,108,500,530
50772rown Hill,4,54,580,560
50772rown Hill,5,15,630,600
50772rown Hill,6+,3,,
50772rown Hill,Not Elsewhere Included,0,,
50772rown Hill,Total,306,450,510
507800,Lake Pupuke,1,123,160,200
507800,Lake Pupuke,2,312,400,390
507800,Lake Pupuke,3,150,520,620
507800,Lake Pupuke,4,54,620,1160
507800,Lake Pupuke,5,15,780,2430
507800,Lake Pupuke,6+,3,,
507800,Lake Pupuke,Not Elsewhere Included,3,,
507800,Lake Pupuke,Total,660,410,550
507900,Westlake,1,129,200,200
507900,Westlake,2,393,380,380
507900,Westlake,3,177,500,470
507900,Westlake,4,54,600,800
507900,Westlake,5,15,620,660
507900,Westlake,6+,6,5000,5000
507900,Westlake,Not Elsewhere Included,6,,
507900,Westlake,Total,780,400,430
508010,Takapunentral,1,54,370,410
508010,Takapunentral,2,222,440,450
508010,Takapunentral,3,147,580,690
508010,Takapunentral,4,36,630,1380
508010,Takapunentral,5,12,650,1480
508010,Takapunentral,6+,0,,
508010,Takapunentral,Not Elsewhere Included,3,,
508010,Takapunentral,Total,474,490,630
508020,Hauraki,1,30,290,290
508020,Hauraki,2,261,380,370
508020,Hauraki,3,180,500,460
508020,Hauraki,4,93,650,610
508020,Hauraki,5,12,680,610
508020,Hauraki,6+,3,,
508020,Hauraki,Not Elsewhere Included,3,,
508020,Hauraki,Total,582,420,480
508110,Seacliffe,1,60,180,180
508110,Seacliffe,2,171,350,400
508110,Seacliffe,3,135,450,410
508110,Seacliffe,4,36,580,880
508110,Seacliffe,5,15,680,590
508110,Seacliffe,6+,3,,
508110,Seacliffe,Not Elsewhere Included,3,,
508110,Seacliffe,Total,417,360,420
508120,Bayswater,1,45,70,120
508120,Bayswater,2,87,280,270
508120,Bayswater,3,120,210,310
508120,Bayswater,4,36,420,880
508120,Bayswater,5,6,650,650
508120,Bayswater,6+,0,,
508120,Bayswater,Not Elsewhere Included,0,,
508120,Bayswater,Total,300,250,350
508210,Kaipatiki,1,27,190,200
508210,Kaipatiki,2,102,340,320
508210,Kaipatiki,3,222,400,380
508210,Kaipatiki,4,51,500,460
508210,Kaipatiki,5,15,510,540
508210,Kaipatiki,6+,6,0,0
508210,Kaipatiki,Not Elsewhere Included,3,,
508210,Kaipatiki,Total,426,390,410
508220,Windy Ridge,1,24,240,240
508220,Windy Ridge,2,105,330,300
508220,Windy Ridge,3,198,400,390
508220,Windy Ridge,4,36,490,480
508220,Windy Ridge,5,9,500,460
508220,Windy Ridge,6+,3,,
508220,Windy Ridge,Not Elsewhere Included,0,,
508220,Windy Ridge,Total,375,380,370
508310,Glenfielentral,1,60,260,230
508310,Glenfielentral,2,171,340,330
508310,Glenfielentral,3,201,410,410
508310,Glenfielentral,4,63,460,450
508310,Glenfielentral,5,15,620,620
508310,Glenfielentral,6+,6,440,430
508310,Glenfielentral,Not Elsewhere Included,6,,
508310,Glenfielentral,Total,522,370,360
508320,Glenfield North,1,39,250,260
508320,Glenfield North,2,123,340,340
508320,Glenfield North,3,216,420,400
508320,Glenfield North,4,60,480,450
508320,Glenfield North,5,12,600,600
508320,Glenfield North,6+,6,510,520
508320,Glenfield North,Not Elsewhere Included,3,,
508320,Glenfield North,Total,456,390,380
508411,Glendhu,1,24,250,250
508411,Glendhu,2,105,320,290
508411,Glendhu,3,288,400,390
508411,Glendhu,4,66,520,490
508411,Glendhu,5,24,560,540
508411,Glendhu,6+,6,,
508411,Glendhu,Not Elsewhere Included,0,,
508411,Glendhu,Total,516,400,400
508412,Witheford,1,21,280,280
508412,Witheford,2,51,360,340
508412,Witheford,3,162,430,430
508412,Witheford,4,36,470,420
508412,Witheford,5,9,400,400
508412,Witheford,6+,3,,
508412,Witheford,Not Elsewhere Included,0,,
508412,Witheford,Total,282,420,400
508420,Target Road,1,51,260,250
508420,Target Road,2,234,330,300
508420,Target Road,3,441,410,400
508420,Target Road,4,81,480,470
508420,Target Road,5,24,620,1140
508420,Target Road,6+,9,400,410
508420,Target Road,Not Elsewhere Included,3,,
508420,Target Road,Total,837,400,390
508510,Forrest Hill,1,27,240,230
508510,Forrest Hill,2,135,360,350
508510,Forrest Hill,3,210,480,460
508510,Forrest Hill,4,84,550,540
508510,Forrest Hill,5,21,480,520
508510,Forrest Hill,6+,6,0,0
508510,Forrest Hill,Not Elsewhere Included,3,,
508510,Forrest Hill,Total,486,450,430
508520,Sunnynook,1,51,220,190
508520,Sunnynook,2,129,350,350
508520,Sunnynook,3,360,450,440
508520,Sunnynook,4,84,510,500
508520,Sunnynook,5,21,600,670
508520,Sunnynook,6+,6,710,710
508520,Sunnynook,Not Elsewhere Included,6,,
508520,Sunnynook,Total,648,430,440
508610,Monarch Park,1,42,250,250
508610,Monarch Park,2,111,330,320
508610,Monarch Park,3,129,440,440
508610,Monarch Park,4,60,500,470
508610,Monarch Park,5,9,550,560
508610,Monarch Park,6+,6,670,670
508610,Monarch Park,Not Elsewhere Included,3,,
508610,Monarch Park,Total,360,380,410
508620,Sunnybrae,1,51,270,270
508620,Sunnybrae,2,150,350,330
508620,Sunnybrae,3,81,420,420
508620,Sunnybrae,4,42,560,530
508620,Sunnybrae,5,18,600,560
508620,Sunnybrae,6+,3,,
508620,Sunnybrae,Not Elsewhere Included,0,,
508620,Sunnybrae,Total,348,360,440
508701,Albany,1,78,280,270
508701,Albany,2,108,380,370
508701,Albany,3,135,490,500
508701,Albany,4,90,600,540
508701,Albany,5,21,760,740
508701,Albany,6+,18,370,1690
508701,Albany,Not Elsewhere Included,0,,
508701,Albany,Total,453,450,500
508703,Fairview,1,21,200,210
508703,Fairview,2,36,320,280
508703,Fairview,3,33,470,420
508703,Fairview,4,42,630,600
508703,Fairview,5,27,720,1100
508703,Fairview,6+,12,750,1780
508703,Fairview,Not Elsewhere Included,0,,
508703,Fairview,Total,174,470,540
508704,Northcross,1,27,310,310
508704,Northcross,2,198,380,360
508704,Northcross,3,198,450,450
508704,Northcross,4,117,600,560
508704,Northcross,5,18,680,660
508704,Northcross,6+,0,,
508704,Northcross,Not Elsewhere Included,3,,
508704,Northcross,Total,561,420,470
508803,Unsworth Heights,1,15,300,300
